숙소ID,구,동,업소명,주소,위도,경도,인접도로명,인접도로폭,지도표시도로폭,도로폭_출처,도로폭_도로구간매칭,도로폭_거리m,공식도로폭m,도로폭_위험도,도로폭_속도계수,도로폭_보정이동시간초,도로폭_보정예상도착초,실폭도로ID,실폭도로일련번호,도로구간관리번호,도로명코드 
974,성동구,성동,복래여관,서울특별시 성동구 금호동3가 166번지,37.54590134,127.02315738,금호로1길,6m미만,폭6-8m,API,교차,10.92,5.0,1.0,1.3,142,202,6271,464,2382.0,4109051
975,성동구,성동,인스피룸 성수 주식회사,서울특별시 성동구 성수동2가 289-204번지,37.54603887,127.05512448,아차산로7가길,폭8-10m,6m미만,API,교차,9.98,8.0,0.7,1.14,58,118,5806,313,1080.0,4109396
976,성동구,도선동,메종,서울특별시 성동구 도선동 34번지,37.56022261,127.03473605,고산자로12길,6m미만,6m미만,API,교차,2.94,4.0,1.0,1.3,34,94,6327,2059,965.0,4109005
977,성동구,마장동,제이하우스,서울특별시 성동구 마장동 478-10번지,37.56687292,127.0360577,무학로14길,폭6-8m,6m미만,API,교차,2.84,7.0,0.85,1.22,79,139,6192,227,1945.0,4109246
978,성동구,행당동,모텔로,서울특별시 성동구 행당동 292-54번지,37.55763832,127.03242281,행당로,폭15-20m,6m미만,API,교차,51.74,15.0,0.35,1.02,68,128,6493,1759,1134.0,3103006
979,성동구,도선동,리마크호텔,서울특별시 성동구 도선동 76번지,37.56055471,127.03447902,무학봉26길,폭6-8m,6m미만,API,교차,5.74,6.0,0.85,1.22,28,88,6315,2078,2437.0,4109273
980,성동구,도선동,파레스모텔,서울특별시 성동구 도선동 77번지,37.56045943,127.03446554,무학봉26길,폭6-8m,6m미만,API,교차,0.0,6.0,0.85,1.22,29,89,6315,2078,2437.0,4109273
981,성동구,성동,천일장여관,서울특별시 성동구 성수동2가 604-2번지,37.53247613,127.05559946,한강북자전거길,6m미만,6m미만,공식만,교차,177.52,2.0,1.0,1.3,108,168,5994,960,2763.0,4859647
982,성동구,도선동,아모렉스관광호텔,서울특별시 성동구 도선동 72번지,37.56086358,127.03451002,무학봉28길,6m미만,폭6-8m,API,교차,12.73,5.0,1.0,1.3,25,85,5849,188,828.0,4109274
983,성동구,도선동,에이치호텔,서울특별시 성동구 도선동 29-1번지,37.55984739,127.03440642,고산자로12길,6m미만,6m미만,API,교차,8.53,4.0,1.0,1.3,42,102,6327,2059,965.0,4109005
984,성동구,도선동,코림,서울특별시 성동구 도선동 96번지,37.56048156,127.03428612,왕십리로21가길,폭6-8m,6m미만,API,교차,7.18,6.0,0.85,1.22,30,90,5407,210,2115.0,4109431
985,성동구,도선동,포레스타호텔,서울특별시 성동구 도선동 27번지,37.55965771,127.03447559,고산자로12길,6m미만,6m미만,API,교차,24.6,4.0,1.0,1.3,44,104,6327,2059,965.0,4109005
986,성동구,성동,크리스호스텔,서울특별시 성동구 금호동2가 440번지,37.55120472,127.01901632,금호산9나길,폭8-10m,6m미만,API,교차,10.26,8.0,0.7,1.14,78,138,6374,447,839.0,4109076
987,성동구,성동,서울숲 스테이,서울특별시 성동구 성수동1가 656-1066번지,37.54456913,127.04402439,왕십리로,폭15-20m,폭6-8m,API,교차,65.62,19.91,0.35,1.02,136,196,5787,778,2685.0,3005011
988,성동구,도선동,아루스테이,서울특별시 성동구 도선동 99번지,37.56076381,127.0343345,무학봉26길,폭6-8m,6m미만,API,교차,1.51,6.0,0.85,1.22,26,86,6474,75,2437.0,4109273
989,성동구,홍익동,대우장여관,서울특별시 성동구 홍익동 128-2번지,37.56270306,127.03510703,무학로2길,폭10-12m,폭6-8m,API,교차,0.0,10.0,0.55,1.08,11,71,6574,449,1203.0,4109248
990,성동구,성동,조이게스트하우스,서울특별시 성동구 금호동3가 276-1번지,37.54562637,127.02287533,금호로1길,6m미만,폭6-8m,API,교차,34.86,5.0,1.0,1.3,147,207,6271,464,2382.0,4109051
991,성동구,송정동,호텔드가자,서울특별시 성동구 송정동 20-10번지,37.54857989,127.06807908,동일로,폭30-35m,폭30-35m,공식만,교차,22.82,30.0,0.12,0.96,98,158,6226,391,2372.0,3000001
992,성동구,마장동,동원장모텔,서울특별시 성동구 마장동 573-1번지,37.56420552,127.03564417,무학로2길,폭10-12m,폭6-8m,API,교차,7.92,10.0,0.55,1.08,31,91,6574,449,1203.0,4109248
993,성동구,도선동,스테이나라,서울특별시 성동구 도선동 360번지,37.56172032,127.02948477,무학봉15가길,6m미만,6m미만,API,교차,2.13,4.0,1.0,1.3,83,143,6221,217,1113.0,4109258
994,성동구,송정동,쁠랑호텔,서울특별시 성동구 송정동 20-1번지,37.54875799,127.06804784,동일로,폭30-35m,폭30-35m,공식만,교차,12.16,30.0,0.12,0.96,97,157,6226,391,2372.0,3000001
995,성동구,도선동,호텔퓰문(HOTEL FULL MOON),서울특별시 성동구 도선동 100번지,37.56089481,127.03435728,무학봉28길,6m미만,폭6-8m,API,교차,0.0,5.0,1.0,1.3,26,86,5849,188,828.0,4109274
996,성동구,도선동,세성여관,서울특별시 성동구 도선동 7번지,37.56134209,127.03494996,왕십리로,폭30-35m,폭6-8m,API,교차,0.0,30.0,0.12,0.96,11,71,5433,455,308.0,3005011
997,성동구,홍익동,동신모텔,서울특별시 성동구 홍익동 168번지,37.56262655,127.03474838,무학로2길,폭10-12m,폭6-8m,API,교차,4.97,10.0,0.55,1.08,12,72,6574,449,1203.0,4109248
998,성동구,성동,제일,서울특별시 성동구 성수동2가 532-43번지,37.53473267,127.05260241,뚝섬한강공원길,6m미만,6m미만,공식만,교차,18.52,5.45,1.0,1.3,120,180,5181,1078,2863.0,4864715
999,성동구,송정동,라스테이,서울특별시 성동구 송정동 66-78번지,37.54597257,127.06581136,동일로,폭30-35m,폭30-35m,공식만,교차,10.29,30.0,0.12,0.96,86,146,6226,391,2372.0,3000001
1000,성동구,용답동,유성장여관,서울특별시 성동구 용답동 232-12번지,37.55824913,127.06273906,가람길,폭8-10m,폭10-12m,API,교차,235.46,8.0,0.7,1.14,99,159,6512,28,962.0,4109001
1001,성동구,하왕십리동,신도,서울특별시 성동구 하왕십리동 891-2번지,37.5617234,127.02720704,왕십리로31길,폭6-8m,6m미만,API,교차,49.51,6.0,0.85,1.22,107,167,5445,153,964.0,4109447
1002,성동구,도선동,저스트 스테이 호텔,서울특별시 성동구 도선동 92번지,37.56029187,127.03421188,왕십리로21가길,폭6-8m,6m미만,API,근접,3.53,6.0,0.85,1.22,33,93,5388,2079,2115.0,4109431
1003,성동구,하왕십리동,현대모텔,서울특별시 성동구 하왕십리동 970-61번지,37.55842931,127.03146687,행당로15길,6m미만,6m미만,API,교차,2.85,4.0,1.0,1.3,84,144,5628,281,1579.0,4109537
1004,성동구,도선동,미르,서울특별시 성동구 도선동 2-3번지,37.56148846,127.03487698,왕십리로,폭30-35m,폭6-8m,API,교차,0.0,30.0,0.12,0.96,10,70,5433,455,308.0,3005011
1005,성동구,성동,근화,서울특별시 성동구 성수동1가 259번지,37.53561546,127.04984192,뚝섬한강공원길,6m미만,6m미만,공식만,교차,7.0,5.45,1.0,1.3,151,211,5181,1078,2863.0,4864715
1006,성동구,성동,솔 스테이,서울특별시 성동구 금호동3가 240번지,37.54565722,127.0233463,금호로1길,6m미만,폭6-8m,API,교차,0.02,5.0,1.0,1.3,146,206,6271,464,2382.0,4109051
1007,성동구,송정동,스테이온,서울특별시 성동구 송정동 66-103번지,37.54577776,127.06440831,성수이로26길,폭10-12m,폭8-10m,API,교차,23.25,10.0,0.55,1.08,84,144,6090,123,2184.0,4109349
1008,성동구,성동,젠모텔,서울특별시 성동구 성수동1가 14-31번지,37.54450985,127.04821662,상원1길,6m미만,6m미만,API,교차,19.02,4.0,1.0,1.3,159,219,5854,318,2368.0,4109310
1009,성동구,성동,파루스셀라 성수,서울특별시 성동구 성수동2가 299-152번지,37.54588143,127.05228953,왕십리로,폭30-35m,폭6-8m,API,교차,1.52,30.0,0.12,0.96,72,132,5433,455,308.0,3005011
1010,성동구,성동,리버 STAY,서울특별시 성동구 성수동2가 622-1번지,37.53191832,127.05550697,영동대로,폭50-70m,6m미만,API,교차,200.64,70.0,0.0,0.93,84,144,17035,4750,6.0,2122002
1011,성동구,성동,별장여관,서울특별시 성동구 금호동3가 208번지,37.54554836,127.02452143,금호로1길,6m미만,폭6-8m,API,근접,0.0,5.0,1.0,1.3,147,207,5495,1198,2382.0,4109051
1012,성동구,도선동,리젠트호텔,서울특별시 성동구 도선동 144번지,37.56010879,127.03366495,왕십리로21가길,폭6-8m,6m미만,API,근접,28.49,6.0,0.85,1.22,40,100,5388,2079,2115.0,4109431
1013,성동구,성동,신양장여관,서울특별시 성동구 성수동1가 176-2번지,37.5359582,127.04693123,뚝섬한강공원길,6m미만,6m미만,공식만,교차,56.4,5.45,1.0,1.3,190,250,5181,1078,2863.0,4864715
1014,성동구,성동,중앙여관,서울특별시 성동구 금호동4가 1044번지,37.54429402,127.01838556,독서당로44길,폭6-8m,6m미만,API,교차,80.64,6.0,0.85,1.22,176,236,5662,465,1708.0,4109087
1015,성동구,성동,금호 스테이,서울특별시 성동구 금호동3가 408번지,37.5457164,127.02111802,독서당로44길,폭6-8m,6m미만,API,교차,109.03,6.0,0.85,1.22,142,202,5662,465,1708.0,4109087
1016,성동구,도선동,스위트모텔,서울특별시 성동구 도선동 75번지,37.56064804,127.03449374,무학봉26길,폭6-8m,6m미만,API,교차,4.85,6.0,0.85,1.22,27,87,6474,75,2437.0,4109273
1017,성동구,도선동,라테라,서울특별시 성동구 도선동 98번지,37.56066981,127.03431781,무학봉26길,폭6-8m,6m미만,API,교차,11.42,6.0,0.85,1.22,27,87,6474,75,2437.0,4109273
1018,성동구,마장동,태양장,서울특별시 성동구 마장동 797-84번지,37.56218111,127.03935244,마조로1길,폭6-8m,6m미만,API,교차,12.92,6.0,0.85,1.22,49,109,5469,105,422.0,4109203
1019,성동구,성동,팰리스모텔,서울특별시 성동구 성수동2가 204-6번지,37.53345205,127.05942707,강변북로,폭30-35m,폭30-35m,공식만,교차,29.79,30.0,0.12,0.96,50,110,5306,678,2464.0,3196001
1020,성동구,성동,동명여인숙,서울특별시 성동구 성수동2가 606번지,37.53230656,127.0555696,한강북자전거길,6m미만,6m미만,공식만,교차,196.14,2.0,1.0,1.3,110,170,5994,960,2763.0,4859647
1021,성동구,성동,명성,서울특별시 성동구 성수동1가 371-1번지,37.53439019,127.04861102,뚝섬한강공원길,6m미만,6m미만,공식만,교차,171.31,5.45,1.0,1.3,173,233,5181,1078,2863.0,4864715
1022,성동구,성동,유성장,서울특별시 성동구 성수동2가 532-35번지,37.53463035,127.05284404,뚝섬한강공원길,6m미만,6m미만,공식만,교차,21.9,5.45,1.0,1.3,117,177,5181,1078,2863.0,4864715
1023,성동구,도선동,스테이 여유,서울특별시 성동구 도선동 97번지,37.56057542,127.03430275,왕십리로21가길,폭6-8m,6m미만,API,교차,15.93,6.0,0.85,1.22,29,89,5407,210,2115.0,4109431
1024,성동구,도선동,더 스테이 모텔,서울특별시 성동구 도선동 84번지,37.55997834,127.03414667,고산자로,폭40-50m,폭40-50m,공식만,교차,0.0,40.0,0.04,0.94,29,89,6342,1763,2390.0,3005030
1025,성동구,도선동,파라다이스,서울특별시 성동구 도선동 138번지,37.560336,127.03371821,왕십리로21가길,폭6-8m,6m미만,API,교차,33.03,6.0,0.85,1.22,37,97,5407,210,2115.0,4109431
1026,성동구,성동,로얄장,서울특별시 성동구 성수동2가 664-1번지,37.53380845,127.05445688,뚝섬한강공원길,6m미만,6m미만,공식만,교차,63.34,5.45,1.0,1.3,104,164,5181,1078,2863.0,4864715
1027,성동구,송정동,성수스테이,서울특별시 성동구 송정동 66-80번지,37.54585354,127.06550967,광나루로,폭30-35m,폭30-35m,공식만,교차,4.01,30.0,0.12,0.96,84,144,5116,486,306.0,3005024
1028,성동구,도선동,부르네 모텔,서울특별시 성동구 도선동 110번지,37.56095418,127.03412427,무학봉26길,폭6-8m,6m미만,API,교차,2.22,6.0,0.85,1.22,26,86,6474,75,2437.0,4109273
1029,마포구,노고산동,지 하우스 글로벌(G House Global),서울특별시 마포구 노고산동 106-48번지,37.5505068,126.93559116,신수로13길,폭6-8m,폭6-8m,API,교차,27.94,7.0,0.85,1.22,35,95,7927,2260,1444.0,4139381
1030,마포구,노고산동,지 스테이(G Stay),서울특별시 마포구 노고산동 106-69번지,37.5503579,126.93525219,광성로,폭12-15m,폭6-8m,API,교차,35.36,14.0,0.45,1.04,26,86,7134,1980,1416.0,3113001
1031,마포구,합정동,써클호텔,서울특별시 마포구 합정동 382-17번지,37.54610662,126.90997111,강변북로,폭25-30m,폭25-30m,공식만,교차,5.98,27.0,0.18,0.98,79,139,7518,4003,3508.0,3196001
1032,마포구,노고산동,루디(Ludi),서울특별시 마포구 노고산동 106-54번지,37.55037268,126.9356007,신수로,폭15-20m,폭6-8m,API,근접,35.11,15.0,0.35,1.02,29,89,9750,5003,1414.0,3113013
1033,마포구,도화동,가나모텔,서울특별시 마포구 도화동 202-3번지,37.53638047,126.94688977,마포대로4길,폭6-8m,6m미만,API,교차,0.84,7.0,0.85,1.22,88,148,7400,1744,1489.0,4139164
1034,마포구,노고산동,신촌 시스터즈,서울특별시 마포구 노고산동 106-105번지,37.55114483,126.93486348,신수로13길,폭6-8m,폭6-8m,API,교차,20.14,7.0,0.85,1.22,35,95,7927,2260,1444.0,4139381
1035,마포구,합정동,준희빈,서울특별시 마포구 합정동 380-36번지,37.54537042,126.91013072,강변북로,폭25-30m,폭25-30m,공식만,교차,13.88,27.0,0.18,0.98,85,145,6651,4015,3508.0,3196001
1036,마포구,노고산동,아더포레,서울특별시 마포구 노고산동 54-90번지,37.55227977,126.93375011,서강로8길,폭6-8m,폭8-10m,API,교차,0.0,6.0,0.85,1.22,48,108,8776,1982,1272.0,4139300
1037,마포구,노고산동,어반슬로우(URBANSLOW),서울특별시 마포구 노고산동 107-21번지,37.5513466,126.93570713,신수로13길,폭6-8m,폭6-8m,API,교차,35.53,7.0,0.85,1.22,45,105,7927,2260,1444.0,4139381
1038,마포구,아현동,대명,서울특별시 마포구 아현동 570-49번지,37.55359223,126.95286695,대흥로24바길,폭6-8m,폭15-20m,API,교차,162.12,7.0,0.85,1.22,105,165,10611,4721,1551.0,4139049
1039,마포구,서교동,니도나도(Nido Nado),서울특별시 마포구 서교동 354-2번지,37.55183851,126.92091808,잔다리로6길,6m미만,6m미만,API,교차,0.73,3.0,1.0,1.3,79,139,7587,2651,3416.0,4139572
1040,마포구,노고산동,성도장여관,서울특별시 마포구 노고산동 106-76번지,37.55002455,126.9353636,광성로,폭12-15m,폭6-8m,API,교차,0.0,14.0,0.45,1.04,25,85,7134,1980,1416.0,3113001
1041,마포구,노고산동,24게스트하우스신촌,서울특별시 마포구 노고산동 57-20번지,37.55227127,126.93440485,서강로14길,폭8-10m,폭6-8m,API,교차,4.44,8.0,0.7,1.14,46,106,8610,169,1271.0,4139292
1042,마포구,노고산동,와이(Y)호텔,서울특별시 마포구 노고산동 106-46번지,37.55064695,126.9355795,신수로13길,폭6-8m,폭6-8m,API,교차,17.29,7.0,0.85,1.22,37,97,7927,2260,1444.0,4139381
1043,마포구,노고산동,도로시모텔,서울특별시 마포구 노고산동 107-35번지,37.55095038,126.93575121,신수로13길,폭6-8m,폭6-8m,API,교차,5.88,7.0,0.85,1.22,41,101,7927,2260,1444.0,4139381
1044,마포구,공덕동,쉼’스테이,서울특별시 마포구 공덕동 105-228번지,37.54573449,126.95623322,만리재로,폭30-35m,6m미만,API,교차,0.0,33.0,0.12,0.96,66,126,7214,7,1075.0,3101016
1045,마포구,성산동,성산장,서울특별시 마포구 성산동 632-6번지,37.55600319,126.91622791,동교로17길,6m미만,폭6-8m,API,교차,12.07,4.0,1.0,1.3,99,159,9039,3187,3053.0,4139104
1046,마포구,신수동,일육육삼,서울특별시 마포구 신수동 81-15번지,37.54878014,126.93617025,신수로8길,폭12-15m,폭6-8m,API,교차,13.72,12.0,0.45,1.04,33,93,8227,275,1713.0,4139385
1047,마포구,염리동,국제여인숙,서울특별시 마포구 염리동 9-130번지,37.55347723,126.94584678,대흥로,폭20-25m,폭6-8m,API,교차,0.0,24.0,0.25,1.0,141,201,10404,2060,1069.0,3113004
1048,마포구,노고산동,호텔서강스테이,서울특별시 마포구 노고산동 106-41번지,37.55071712,126.93501347,신수로13길,폭6-8m,폭6-8m,API,교차,45.75,7.0,0.85,1.22,32,92,7927,2260,1444.0,4139381
1049,마포구,노고산동,위드,서울특별시 마포구 노고산동 106-91번지,37.55113536,126.93477251,신수로13길,폭6-8m,폭6-8m,API,교차,26.56,7.0,0.85,1.22,34,94,7927,2260,1444.0,4139381
1050,마포구,합정동,남경호텔,서울특별시 마포구 합정동 382-19번지,37.54628443,126.90965364,강변북로,폭25-30m,폭25-30m,공식만,교차,0.0,27.0,0.18,0.98,80,140,7518,4003,3508.0,3196001
1051,마포구,공덕동,주)호텔롯데롯데시티호텔마포,서울특별시 마포구 공덕동 467번지,37.54218159,126.94980945,마포대로,폭50-70m,폭8-10m,API,교차,0.0,51.0,0.0,0.93,43,103,7554,330,1057.0,2113001
1052,마포구,도화동,마포레지던스,서울특별시 마포구 도화동 78-2번지,37.5346475,126.94576323,원효로,폭25-30m,폭6-8m,API,교차,0.0,27.0,0.18,0.98,91,151,4633,443,2851.0,3102007
1053,마포구,동교동,주)호텔롯데 L7 홍대,서울특별시 마포구 동교동 160-5번지,37.55297852,126.92084785,양화로16길,폭8-10m,폭6-8m,API,교차,9.04,9.0,0.7,1.14,76,136,10300,1205,1303.0,4139422
1054,마포구,노고산동,라뉘호텔,서울특별시 마포구 노고산동 106-15번지,37.55074352,126.93543699,신수로13길,폭6-8m,폭6-8m,API,교차,18.06,7.0,0.85,1.22,35,95,7927,2260,1444.0,4139381
1055,마포구,노고산동,피터캣,서울특별시 마포구 노고산동 106-25번지,37.55102279,126.93505085,신수로13길,폭6-8m,폭6-8m,API,교차,18.73,7.0,0.85,1.22,35,95,7927,2260,1444.0,4139381
1056,마포구,노고산동,넘버25신촌점,서울특별시 마포구 노고산동 106-10번지,37.55115123,126.93551209,신수로13길,폭6-8m,폭6-8m,API,교차,7.92,7.0,0.85,1.22,40,100,7927,2260,1444.0,4139381
1057,마포구,공덕동,록수,서울특별시 마포구 공덕동 242-46번지,37.54439084,126.95398061,만리재로,폭30-35m,6m미만,API,교차,0.0,33.0,0.12,0.96,93,153,7214,7,1075.0,3101016
1058,마포구,노고산동,에스호텔,서울특별시 마포구 노고산동 109-154번지,37.55084055,126.93428422,신수로13길,폭6-8m,폭6-8m,API,교차,80.66,7.0,0.85,1.22,27,87,7927,2260,1444.0,4139381
1059,마포구,공덕동,나루호스텔,서울특별시 마포구 공덕동 242-45번지,37.54468753,126.95409171,만리재옛길,폭10-12m,6m미만,API,교차,0.0,11.0,0.55,1.08,100,160,9822,1867,1078.0,4139196
1060,마포구,노고산동,모텔산타페,서울특별시 마포구 노고산동 106-39번지,37.55084724,126.93486958,신수로13길,폭6-8m,폭6-8m,API,교차,43.89,7.0,0.85,1.22,32,92,7927,2260,1444.0,4139381
